_ws.col.No.,_ws.col.Time,ip.src,ip.dst,tcp.seq,tcp.ack,tcp.len,tcp.port
"40641","9.758958000","69.148.243.171","38.107.216.37","1","848166953","0","49048"
"40642","9.758963000","69.148.243.171","38.107.216.37","1","848193017","0","49048"
"40643","9.758965000","38.107.216.37","69.148.243.171","848557913","1","65160","44465"
"40644","9.759486000","69.148.243.171","38.107.216.37","1","848232113","0","49048"
"40645","9.759486000","69.148.243.171","38.107.216.37","1","848250937","0","49048"
"40646","9.759499000","38.107.216.37","69.148.243.171","848623073","1","65160","44465"
"40647","9.760247000","69.148.243.171","38.107.216.37","1","848297273","0","49048"
"40648","9.760247000","69.148.243.171","38.107.216.37","1","848300169","0","49048"
"40649","9.760247000","69.148.243.171","38.107.216.37","1","848362433","0","49048"
"40650","9.760260000","38.107.216.37","69.148.243.171","848688233","1","65160","44465"
"40651","9.761509000","69.148.243.171","38.107.216.37","1","848413113","0","49048"
"40652","9.761528000","38.107.216.37","69.148.243.171","848753393","1","65160","44465"
"40653","9.761708000","69.148.243.171","38.107.216.37","1","848427593","0","49048"
"40654","9.761711000","38.107.216.37","69.148.243.171","848818553","1","65160","44465"
"40655","9.761718000","69.148.243.171","38.107.216.37","1","848462345","0","49048"
"40656","9.762726000","69.148.243.171","38.107.216.37","1","848492753","0","49048"
"40657","9.762726000","69.148.243.171","38.107.216.37","1","848499993","0","49048"
"40658","9.762726000","69.148.243.171","38.107.216.37","1","848557913","0","49048"
"40659","9.762733000","38.107.216.37","69.148.243.171","848883713","1","65160","44465"
"40660","9.763456000","69.148.243.171","38.107.216.37","1","848621625","0","49048"
"40661","9.763463000","38.107.216.37","69.148.243.171","848948873","1","65160","44465"
"40662","9.763700000","69.148.243.171","38.107.216.37","1","848692577","0","49048"
"40663","9.763704000","38.107.216.37","69.148.243.171","849014033","1","65160","44465"
"40664","9.764747000","69.148.243.171","38.107.216.37","1","848753393","0","49048"
"40665","9.764769000","38.107.216.37","69.148.243.171","849079193","1","65160","44465"
"40666","9.764961000","69.148.243.171","38.107.216.37","1","848770769","0","49048"
"40667","9.765489000","69.148.243.171","38.107.216.37","1","848802625","0","49048"
"40668","9.765508000","38.107.216.37","69.148.243.171","849144353","1","65160","44465"
"40669","9.766235000","69.148.243.171","38.107.216.37","1","848818553","0","49048"
"40670","9.766235000","69.148.243.171","38.107.216.37","1","848847513","0","49048"
"40671","9.766254000","38.107.216.37","69.148.243.171","849209513","1","65160","44465"
"40672","9.766734000","69.148.243.171","38.107.216.37","1","848883713","0","49048"
"40673","9.766734000","69.148.243.171","38.107.216.37","1","848899641","0","49048"
"40674","9.766758000","38.107.216.37","69.148.243.171","849274673","1","65160","44465"
"40675","9.766965000","69.148.243.171","38.107.216.37","1","848948873","0","49048"
"40676","9.767485000","69.148.243.171","38.107.216.37","1","849001001","0","49048"
"40677","9.767504000","38.107.216.37","69.148.243.171","849339833","1","65160","44465"
"40678","9.768239000","69.148.243.171","38.107.216.37","1","849014033","0","49048"
"40679","9.768239000","69.148.243.171","38.107.216.37","1","849060369","0","49048"
"40680","9.768249000","38.107.216.37","69.148.243.171","849404993","1","65160","44465"
"40681","9.769024000","69.148.243.171","38.107.216.37","1","849079193","0","49048"
"40682","9.769024000","69.148.243.171","38.107.216.37","1","849112497","0","49048"
"40683","9.769047000","38.107.216.37","69.148.243.171","849470153","1","65160","44465"
"40684","9.769482000","69.148.243.171","38.107.216.37","1","849144353","0","49048"
"40685","9.769482000","69.148.243.171","38.107.216.37","1","849155937","0","49048"
"40686","9.769491000","38.107.216.37","69.148.243.171","849535313","1","65160","44465"
"40687","9.769705000","69.148.243.171","38.107.216.37","1","849209513","0","49048"
"40688","9.770736000","69.148.243.171","38.107.216.37","1","849258745","0","49048"
"40689","9.770755000","38.107.216.37","69.148.243.171","849600473","1","65160","44465"
"40690","9.770964000","69.148.243.171","38.107.216.37","1","849274673","0","49048"
"40691","9.770964000","69.148.243.171","38.107.216.37","1","849323905","0","49048"
"40692","9.770973000","38.107.216.37","69.148.243.171","849665633","1","65160","44465"
"40693","9.771727000","69.148.243.171","38.107.216.37","1","849339833","0","49048"
"40694","9.771727000","69.148.243.171","38.107.216.37","1","849365897","0","49048"
"40695","9.771738000","38.107.216.37","69.148.243.171","849730793","1","65160","44465"
"40696","9.772291000","69.148.243.171","38.107.216.37","1","849404993","0","49048"
"40697","9.772291000","69.148.243.171","38.107.216.37","1","849420921","0","49048"
"40698","9.772303000","38.107.216.37","69.148.243.171","849795953","1","65160","44465"
"40699","9.772989000","69.148.243.171","38.107.216.37","1","849470153","0","49048"
"40700","9.772989000","69.148.243.171","38.107.216.37","1","849532417","0","49048"
"40701","9.773005000","38.107.216.37","69.148.243.171","849861113","1","65160","44465"
"40702","9.773749000","69.148.243.171","38.107.216.37","1","849535313","0","49048"
"40703","9.773750000","69.148.243.171","38.107.216.37","1","849597577","0","49048"
"40704","9.773758000","38.107.216.37","69.148.243.171","849926273","1","65160","44465"
"40705","9.774227000","69.148.243.171","38.107.216.37","1","849614953","0","49048"
"40706","9.775018000","69.148.243.171","38.107.216.37","1","849649705","0","49048"
"40707","9.775022000","38.107.216.37","69.148.243.171","849991433","1","65160","44465"
"40708","9.775639000","69.148.243.171","38.107.216.37","1","849665633","0","49048"
"40709","9.775642000","38.107.216.37","69.148.243.171","850056593","1","65160","44465"
"40710","9.775648000","69.148.243.171","38.107.216.37","1","849701833","0","49048"
"40711","9.776468000","69.148.243.171","38.107.216.37","1","849730793","0","49048"
"40712","9.776468000","69.148.243.171","38.107.216.37","1","849756857","0","49048"
"40713","9.776479000","38.107.216.37","69.148.243.171","850121753","1","65160","44465"
"40714","9.777219000","69.148.243.171","38.107.216.37","1","849795953","0","49048"
"40715","9.777219000","69.148.243.171","38.107.216.37","1","849824913","0","49048"
"40716","9.777243000","38.107.216.37","69.148.243.171","850186913","1","65160","44465"
"40717","9.777838000","69.148.243.171","38.107.216.37","1","849861113","0","49048"
"40718","9.777838000","69.148.243.171","38.107.216.37","1","849906001","0","49048"
"40719","9.777838000","69.148.243.171","38.107.216.37","1","849926273","0","49048"
"40720","9.777846000","38.107.216.37","69.148.243.171","850252073","1","65160","44465"
"40721","9.777852000","38.107.216.37","69.148.243.171","850317233","1","65160","44465"
"40722","9.778211000","69.148.243.171","38.107.216.37","1","849974057","0","49048"
"40723","9.778211000","69.148.243.171","38.107.216.37","1","849991433","0","49048"
"40724","9.778731000","69.148.243.171","38.107.216.37","1","850014601","0","49048"
"40725","9.778735000","38.107.216.37","69.148.243.171","850382393","1","65160","44465"
"40726","9.778958000","69.148.243.171","38.107.216.37","1","850056593","0","49048"
"40727","9.779488000","69.148.243.171","38.107.216.37","1","850094241","0","49048"
"40728","9.779497000","38.107.216.37","69.148.243.171","850447553","1","65160","44465"
"40729","9.779846000","69.148.243.171","38.107.216.37","1","850121753","0","49048"
"40730","9.779855000","38.107.216.37","69.148.243.171","850512713","1","65160","44465"
"40731","9.780244000","69.148.243.171","38.107.216.37","1","850150713","0","49048"
"40732","9.780799000","69.148.243.171","38.107.216.37","1","850186913","0","49048"
"40733","9.781006000","69.148.243.171","38.107.216.37","1","850211529","0","49048"
"40734","9.781009000","38.107.216.37","69.148.243.171","850577873","1","65160","44465"
"40735","9.781018000","69.148.243.171","38.107.216.37","1","850252073","0","49048"
"40736","9.781731000","69.148.243.171","38.107.216.37","1","850294065","0","49048"
"40737","9.781750000","38.107.216.37","69.148.243.171","850643033","1","65160","44465"
"40738","9.782802000","69.148.243.171","38.107.216.37","1","850317233","0","49048"
"40739","9.782802000","69.148.243.171","38.107.216.37","1","850350537","0","49048"
"40740","9.782810000","38.107.216.37","69.148.243.171","850708193","1","65160","44465"
"40741","9.783481000","69.148.243.171","38.107.216.37","1","850382393","0","49048"
"40742","9.783481000","69.148.243.171","38.107.216.37","1","850418593","0","49048"
"40743","9.783490000","38.107.216.37","69.148.243.171","850773353","1","65160","44465"
"40744","9.784227000","69.148.243.171","38.107.216.37","1","850447553","0","49048"
"40745","9.784227000","69.148.243.171","38.107.216.37","1","850492441","0","49048"
"40746","9.784237000","38.107.216.37","69.148.243.171","850838513","1","65160","44465"
"40747","9.784986000","69.148.243.171","38.107.216.37","1","850512713","0","49048"
"40748","9.784986000","69.148.243.171","38.107.216.37","1","850577873","0","49048"
"40749","9.785017000","38.107.216.37","69.148.243.171","850903673","1","65160","44465"
"40750","9.785733000","69.148.243.171","38.107.216.37","1","850643033","0","49048"
"40751","9.785733000","69.148.243.171","38.107.216.37","1","850705297","0","49048"
"40752","9.785754000","38.107.216.37","69.148.243.171","850968833","1","65160","44465"
"40753","9.785761000","38.107.216.37","69.148.243.171","851033993","1","65160","44465"
"40754","9.786210000","69.148.243.171","38.107.216.37","1","850708193","0","49048"
"40755","9.786215000","69.148.243.171","38.107.216.37","1","850722673","0","49048"
"40756","9.786217000","38.107.216.37","69.148.243.171","851099153","1","65160","44465"
"40757","9.786709000","69.148.243.171","38.107.216.37","1","850757425","0","49048"
"40758","9.787501000","69.148.243.171","38.107.216.37","1","850773353","0","49048"
"40759","9.787501000","69.148.243.171","38.107.216.37","1","850792177","0","49048"
"40760","9.787501000","69.148.243.171","38.107.216.37","1","850838513","0","49048"
"40761","9.787510000","38.107.216.37","69.148.243.171","851164313","1","65160","44465"
"40762","9.788243000","69.148.243.171","38.107.216.37","1","850877609","0","49048"
"40763","9.788252000","38.107.216.37","69.148.243.171","851229473","1","65160","44465"
"40764","9.788723000","69.148.243.171","38.107.216.37","1","850903673","0","49048"
"40765","9.788723000","69.148.243.171","38.107.216.37","1","850948561","0","49048"
"40766","9.788733000","38.107.216.37","69.148.243.171","851294633","1","65160","44465"
"40767","9.789496000","69.148.243.171","38.107.216.37","1","850968833","0","49048"
"40768","9.789496000","69.148.243.171","38.107.216.37","1","850976073","0","49048"
"40769","9.789505000","38.107.216.37","69.148.243.171","851359793","1","65160","44465"
"40770","9.789709000","69.148.243.171","38.107.216.37","1","851022409","0","49048"
"40771","9.790722000","69.148.243.171","38.107.216.37","1","851033993","0","49048"
"40772","9.790723000","69.148.243.171","38.107.216.37","1","851074537","0","49048"
"40773","9.790731000","38.107.216.37","69.148.243.171","851424953","1","65160","44465"
"40774","9.791487000","69.148.243.171","38.107.216.37","1","851099153","0","49048"
"40775","9.791487000","69.148.243.171","38.107.216.37","1","851139697","0","49048"
"40776","9.791493000","38.107.216.37","69.148.243.171","851490113","1","65160","44465"
"40777","9.792236000","69.148.243.171","38.107.216.37","1","851164313","0","49048"
"40778","9.792237000","69.148.243.171","38.107.216.37","1","851207753","0","49048"
"40779","9.792259000","38.107.216.37","69.148.243.171","851555273","1","65160","44465"
"40780","9.792794000","69.148.243.171","38.107.216.37","1","851229473","0","49048"
"40781","9.792803000","38.107.216.37","69.148.243.171","851620433","1","65160","44465"
"40782","9.792957000","69.148.243.171","38.107.216.37","1","851267121","0","49048"
"40783","9.793478000","69.148.243.171","38.107.216.37","1","851294633","0","49048"
"40784","9.793478000","69.148.243.171","38.107.216.37","1","851348209","0","49048"
"40785","9.793483000","38.107.216.37","69.148.243.171","851685593","1","65160","44465"
"40786","9.793728000","69.148.243.171","38.107.216.37","1","851359793","0","49048"
"40787","9.793728000","69.148.243.171","38.107.216.37","1","851422057","0","49048"
"40788","9.793735000","38.107.216.37","69.148.243.171","851750753","1","65160","44465"
"40789","9.794241000","69.148.243.171","38.107.216.37","1","851424953","0","49048"
"40790","9.794721000","69.148.243.171","38.107.216.37","1","851437985","0","49048"
"40791","9.794721000","69.148.243.171","38.107.216.37","1","851474185","0","49048"
"40792","9.794733000","38.107.216.37","69.148.243.171","851815913","1","65160","44465"
"40793","9.795478000","69.148.243.171","38.107.216.37","1","851490113","0","49048"
"40794","9.795478000","69.148.243.171","38.107.216.37","1","851504593","0","49048"
"40795","9.795478000","69.148.243.171","38.107.216.37","1","851552377","0","49048"
"40796","9.795490000","38.107.216.37","69.148.243.171","851881073","1","65160","44465"
"40797","9.796258000","69.148.243.171","38.107.216.37","1","851555273","0","49048"
"40798","9.796258000","69.148.243.171","38.107.216.37","1","851578441","0","49048"
"40799","9.796258000","69.148.243.171","38.107.216.37","1","851626225","0","49048"
"40800","9.796287000","38.107.216.37","69.148.243.171","851946233","1","65160","44465"
"40801","9.797008000","69.148.243.171","38.107.216.37","1","851678353","0","49048"
"40802","9.797027000","38.107.216.37","69.148.243.171","852011393","1","65160","44465"
"40803","9.797738000","69.148.243.171","38.107.216.37","1","851685593","0","49048"
"40804","9.797738000","69.148.243.171","38.107.216.37","1","851727585","0","49048"
"40805","9.797757000","38.107.216.37","69.148.243.171","852076553","1","65160","44465"
"40806","9.798751000","69.148.243.171","38.107.216.37","1","851750753","0","49048"
"40807","9.798751000","69.148.243.171","38.107.216.37","1","851797089","0","49048"
"40808","9.798760000","38.107.216.37","69.148.243.171","852141713","1","65160","44465"
"40809","9.798959000","69.148.243.171","38.107.216.37","1","851815913","0","49048"
"40810","9.798962000","38.107.216.37","69.148.243.171","852206873","1","65160","44465"
"40811","9.799507000","69.148.243.171","38.107.216.37","1","851863697","0","49048"
