_ws.col.No.,_ws.col.Time,ip.src,ip.dst,tcp.seq,tcp.ack,tcp.len,tcp.port
"25623","6.172259000","69.148.243.171","38.107.216.37","1","530125337","0","49048"
"25624","6.172282000","38.107.216.37","69.148.243.171","530446793","1","65160","44465"
"25625","6.173782000","69.148.243.171","38.107.216.37","1","530186153","0","49048"
"25626","6.173782000","69.148.243.171","38.107.216.37","1","530204977","0","49048"
"25627","6.173803000","38.107.216.37","69.148.243.171","530511953","1","65160","44465"
"25628","6.174498000","69.148.243.171","38.107.216.37","1","530251313","0","49048"
"25629","6.174498000","69.148.243.171","38.107.216.37","1","530297649","0","49048"
"25630","6.174519000","38.107.216.37","69.148.243.171","530577113","1","65160","44465"
"25631","6.174536000","38.107.216.37","69.148.243.171","530642273","1","65160","44465"
"25632","6.175500000","69.148.243.171","38.107.216.37","1","530316473","0","49048"
"25633","6.175500000","69.148.243.171","38.107.216.37","1","530381633","0","49048"
"25634","6.175519000","38.107.216.37","69.148.243.171","530707433","1","65160","44465"
"25635","6.176227000","69.148.243.171","38.107.216.37","1","530442449","0","49048"
"25636","6.176227000","69.148.243.171","38.107.216.37","1","530446793","0","49048"
"25637","6.176228000","69.148.243.171","38.107.216.37","1","530497473","0","49048"
"25638","6.176245000","38.107.216.37","69.148.243.171","530772593","1","65160","44465"
"25639","6.176257000","38.107.216.37","69.148.243.171","530837753","1","65160","44465"
"25640","6.176464000","69.148.243.171","38.107.216.37","1","530511953","0","49048"
"25641","6.176994000","69.148.243.171","38.107.216.37","1","530520641","0","49048"
"25642","6.176994000","69.148.243.171","38.107.216.37","1","530538017","0","49048"
"25643","6.177014000","38.107.216.37","69.148.243.171","530902913","1","65160","44465"
"25644","6.177504000","69.148.243.171","38.107.216.37","1","530561185","0","49048"
"25645","6.177731000","69.148.243.171","38.107.216.37","1","530577113","0","49048"
"25646","6.177731000","69.148.243.171","38.107.216.37","1","530606073","0","49048"
"25647","6.177751000","38.107.216.37","69.148.243.171","530968073","1","65160","44465"
"25648","6.178480000","69.148.243.171","38.107.216.37","1","530635033","0","49048"
"25649","6.178981000","69.148.243.171","38.107.216.37","1","530642273","0","49048"
"25650","6.178981000","69.148.243.171","38.107.216.37","1","530675577","0","49048"
"25651","6.178989000","38.107.216.37","69.148.243.171","531033233","1","65160","44465"
"25652","6.179734000","69.148.243.171","38.107.216.37","1","530707433","0","49048"
"25653","6.179734000","69.148.243.171","38.107.216.37","1","530726257","0","49048"
"25654","6.179742000","38.107.216.37","69.148.243.171","531098393","1","65160","44465"
"25655","6.180485000","69.148.243.171","38.107.216.37","1","530772593","0","49048"
"25656","6.180485000","69.148.243.171","38.107.216.37","1","530782729","0","49048"
"25657","6.181480000","69.148.243.171","38.107.216.37","1","530837753","0","49048"
"25658","6.181480000","69.148.243.171","38.107.216.37","1","530855129","0","49048"
"25659","6.181491000","38.107.216.37","69.148.243.171","531163553","1","65160","44465"
"25660","6.182270000","69.148.243.171","38.107.216.37","1","530902913","0","49048"
"25661","6.182270000","69.148.243.171","38.107.216.37","1","530939113","0","49048"
"25662","6.182281000","38.107.216.37","69.148.243.171","531228713","1","65160","44465"
"25663","6.182292000","38.107.216.37","69.148.243.171","531293873","1","65160","44465"
"25664","6.182716000","69.148.243.171","38.107.216.37","1","530968073","0","49048"
"25665","6.182719000","38.107.216.37","69.148.243.171","531359033","1","65160","44465"
"25666","6.182965000","69.148.243.171","38.107.216.37","1","531031785","0","49048"
"25667","6.183483000","69.148.243.171","38.107.216.37","1","531076673","0","49048"
"25668","6.183495000","38.107.216.37","69.148.243.171","531424193","1","65160","44465"
"25669","6.183724000","69.148.243.171","38.107.216.37","1","531098393","0","49048"
"25670","6.183730000","38.107.216.37","69.148.243.171","531489353","1","65160","44465"
"25671","6.183739000","69.148.243.171","38.107.216.37","1","531133145","0","49048"
"25672","6.183739000","69.148.243.171","38.107.216.37","1","531163553","0","49048"
"25673","6.183749000","38.107.216.37","69.148.243.171","531554513","1","65160","44465"
"25674","6.184464000","69.148.243.171","38.107.216.37","1","531173689","0","49048"
"25675","6.184965000","69.148.243.171","38.107.216.37","1","531191065","0","49048"
"25676","6.184970000","69.148.243.171","38.107.216.37","1","531211337","0","49048"
"25677","6.185494000","69.148.243.171","38.107.216.37","1","531228713","0","49048"
"25678","6.185503000","38.107.216.37","69.148.243.171","531619673","1","65160","44465"
"25679","6.185724000","69.148.243.171","38.107.216.37","1","531244641","0","49048"
"25680","6.185724000","69.148.243.171","38.107.216.37","1","531270705","0","49048"
"25681","6.186487000","69.148.243.171","38.107.216.37","1","531293873","0","49048"
"25682","6.186487000","69.148.243.171","38.107.216.37","1","531299665","0","49048"
"25683","6.186487000","69.148.243.171","38.107.216.37","1","531341657","0","49048"
"25684","6.186496000","38.107.216.37","69.148.243.171","531684833","1","65160","44465"
"25685","6.187489000","69.148.243.171","38.107.216.37","1","531359033","0","49048"
"25686","6.187498000","38.107.216.37","69.148.243.171","531749993","1","65160","44465"
"25687","6.187716000","69.148.243.171","38.107.216.37","1","531386545","0","49048"
"25688","6.188246000","69.148.243.171","38.107.216.37","1","531424193","0","49048"
"25689","6.188246000","69.148.243.171","38.107.216.37","1","531451705","0","49048"
"25690","6.188273000","38.107.216.37","69.148.243.171","531815153","1","65160","44465"
"25691","6.189018000","69.148.243.171","38.107.216.37","1","531489353","0","49048"
"25692","6.189018000","69.148.243.171","38.107.216.37","1","531527001","0","49048"
"25693","6.189028000","38.107.216.37","69.148.243.171","531880313","1","65160","44465"
"25694","6.189766000","69.148.243.171","38.107.216.37","1","531554513","0","49048"
"25695","6.189766000","69.148.243.171","38.107.216.37","1","531609537","0","49048"
"25696","6.189786000","38.107.216.37","69.148.243.171","531945473","1","65160","44465"
"25697","6.190496000","69.148.243.171","38.107.216.37","1","531619673","0","49048"
"25698","6.190496000","69.148.243.171","38.107.216.37","1","531684833","0","49048"
"25699","6.190515000","38.107.216.37","69.148.243.171","532010633","1","65160","44465"
"25700","6.190980000","69.148.243.171","38.107.216.37","1","531749993","0","49048"
"25701","6.190988000","38.107.216.37","69.148.243.171","532075793","1","65160","44465"
"25702","6.191762000","69.148.243.171","38.107.216.37","1","531793433","0","49048"
"25703","6.191781000","38.107.216.37","69.148.243.171","532140953","1","65160","44465"
"25704","6.192255000","69.148.243.171","38.107.216.37","1","531815153","0","49048"
"25705","6.192256000","69.148.243.171","38.107.216.37","1","531829633","0","49048"
"25706","6.192256000","69.148.243.171","38.107.216.37","1","531880313","0","49048"
"25707","6.192266000","38.107.216.37","69.148.243.171","532206113","1","65160","44465"
"25708","6.193000000","69.148.243.171","38.107.216.37","1","531922305","0","49048"
"25709","6.193008000","38.107.216.37","69.148.243.171","532271273","1","65160","44465"
"25710","6.193750000","69.148.243.171","38.107.216.37","1","531945473","0","49048"
"25711","6.193750000","69.148.243.171","38.107.216.37","1","531958505","0","49048"
"25712","6.193750000","69.148.243.171","38.107.216.37","1","532010633","0","49048"
"25713","6.193788000","38.107.216.37","69.148.243.171","532336433","1","65160","44465"
"25714","6.194503000","69.148.243.171","38.107.216.37","1","532051177","0","49048"
"25715","6.194512000","38.107.216.37","69.148.243.171","532401593","1","65160","44465"
"25716","6.195541000","69.148.243.171","38.107.216.37","1","532075793","0","49048"
"25717","6.195542000","69.148.243.171","38.107.216.37","1","532107649","0","49048"
"25718","6.195562000","38.107.216.37","69.148.243.171","532466753","1","65160","44465"
"25719","6.195720000","69.148.243.171","38.107.216.37","1","532140953","0","49048"
"25720","6.195725000","69.148.243.171","38.107.216.37","1","532158329","0","49048"
"25721","6.195728000","38.107.216.37","69.148.243.171","532531913","1","65160","44465"
"25722","6.196496000","69.148.243.171","38.107.216.37","1","532206113","0","49048"
"25723","6.196496000","69.148.243.171","38.107.216.37","1","532224937","0","49048"
"25724","6.196992000","69.148.243.171","38.107.216.37","1","532271273","0","49048"
"25725","6.197000000","38.107.216.37","69.148.243.171","532597073","1","65160","44465"
"25726","6.197499000","69.148.243.171","38.107.216.37","1","532290097","0","49048"
"25727","6.197715000","69.148.243.171","38.107.216.37","1","532336433","0","49048"
"25728","6.197719000","38.107.216.37","69.148.243.171","532662233","1","65160","44465"
"25729","6.197728000","69.148.243.171","38.107.216.37","1","532342225","0","49048"
"25730","6.197728000","69.148.243.171","38.107.216.37","1","532401593","0","49048"
"25731","6.197732000","38.107.216.37","69.148.243.171","532727393","1","65160","44465"
"25732","6.198489000","69.148.243.171","38.107.216.37","1","532452273","0","49048"
"25733","6.198489000","69.148.243.171","38.107.216.37","1","532466753","0","49048"
"25734","6.198494000","38.107.216.37","69.148.243.171","532792553","1","65160","44465"
"25735","6.198500000","38.107.216.37","69.148.243.171","532857713","1","65160","44465"
"25736","6.198985000","69.148.243.171","38.107.216.37","1","532469649","0","49048"
"25737","6.198985000","69.148.243.171","38.107.216.37","1","532501505","0","49048"
"25738","6.199731000","69.148.243.171","38.107.216.37","1","532531913","0","49048"
"25739","6.199736000","38.107.216.37","69.148.243.171","532922873","1","65160","44465"
"25740","6.200242000","69.148.243.171","38.107.216.37","1","532543497","0","49048"
"25741","6.200242000","69.148.243.171","38.107.216.37","1","532595625","0","49048"
"25742","6.200475000","69.148.243.171","38.107.216.37","1","532614449","0","49048"
"25743","6.200479000","38.107.216.37","69.148.243.171","532988033","1","65160","44465"
"25744","6.201000000","69.148.243.171","38.107.216.37","1","532650649","0","49048"
"25745","6.201738000","69.148.243.171","38.107.216.37","1","532662233","0","49048"
"25746","6.201745000","38.107.216.37","69.148.243.171","533053193","1","65160","44465"
"25747","6.201752000","69.148.243.171","38.107.216.37","1","532682505","0","49048"
"25748","6.201752000","69.148.243.171","38.107.216.37","1","532733185","0","49048"
"25749","6.202489000","69.148.243.171","38.107.216.37","1","532796897","0","49048"
"25750","6.202497000","38.107.216.37","69.148.243.171","533118353","1","65160","44465"
"25751","6.203746000","69.148.243.171","38.107.216.37","1","532857713","0","49048"
"25752","6.203746000","69.148.243.171","38.107.216.37","1","532873641","0","49048"
"25753","6.203759000","38.107.216.37","69.148.243.171","533183513","1","65160","44465"
"25754","6.205006000","69.148.243.171","38.107.216.37","1","532922873","0","49048"
"25755","6.205007000","69.148.243.171","38.107.216.37","1","532964865","0","49048"
"25756","6.205029000","38.107.216.37","69.148.243.171","533248673","1","65160","44465"
"25757","6.205054000","38.107.216.37","69.148.243.171","533313833","1","65160","44465"
"25758","6.205460000","69.148.243.171","38.107.216.37","1","532988033","0","49048"
"25759","6.205464000","38.107.216.37","69.148.243.171","533378993","1","65160","44465"
"25760","6.205479000","69.148.243.171","38.107.216.37","1","533053193","0","49048"
"25761","6.205479000","69.148.243.171","38.107.216.37","1","533090841","0","49048"
"25762","6.205483000","38.107.216.37","69.148.243.171","533444153","1","65160","44465"
"25763","6.206245000","69.148.243.171","38.107.216.37","1","533118353","0","49048"
"25764","6.206250000","38.107.216.37","69.148.243.171","533509313","1","65160","44465"
"25765","6.206478000","69.148.243.171","38.107.216.37","1","533128489","0","49048"
"25766","6.206483000","69.148.243.171","38.107.216.37","1","533183513","0","49048"
"25767","6.206967000","69.148.243.171","38.107.216.37","1","533192201","0","49048"
"25768","6.206971000","38.107.216.37","69.148.243.171","533574473","1","65160","44465"
"25769","6.206976000","69.148.243.171","38.107.216.37","1","533209577","0","49048"
"25770","6.207464000","69.148.243.171","38.107.216.37","1","533231297","0","49048"
"25771","6.207721000","69.148.243.171","38.107.216.37","1","533248673","0","49048"
"25772","6.207739000","38.107.216.37","69.148.243.171","533639633","1","65160","44465"
"25773","6.208246000","69.148.243.171","38.107.216.37","1","533257361","0","49048"
"25774","6.208246000","69.148.243.171","38.107.216.37","1","533273289","0","49048"
"25775","6.208466000","69.148.243.171","38.107.216.37","1","533292113","0","49048"
"25776","6.208988000","69.148.243.171","38.107.216.37","1","533322521","0","49048"
"25777","6.209006000","38.107.216.37","69.148.243.171","533704793","1","65160","44465"
"25778","6.209504000","69.148.243.171","38.107.216.37","1","533363065","0","49048"
"25779","6.210234000","69.148.243.171","38.107.216.37","1","533378993","0","49048"
"25780","6.210234000","69.148.243.171","38.107.216.37","1","533410849","0","49048"
"25781","6.210246000","38.107.216.37","69.148.243.171","533769953","1","65160","44465"
"25782","6.210982000","69.148.243.171","38.107.216.37","1","533444153","0","49048"
"25783","6.210982000","69.148.243.171","38.107.216.37","1","533473113","0","49048"
"25784","6.210994000","38.107.216.37","69.148.243.171","533835113","1","65160","44465"
"25785","6.211734000","69.148.243.171","38.107.216.37","1","533509313","0","49048"
"25786","6.211734000","69.148.243.171","38.107.216.37","1","533545513","0","49048"
"25787","6.211747000","38.107.216.37","69.148.243.171","533900273","1","65160","44465"
"25788","6.213007000","69.148.243.171","38.107.216.37","1","533574473","0","49048"
"25789","6.213007000","69.148.243.171","38.107.216.37","1","533630945","0","49048"
"25790","6.213017000","38.107.216.37","69.148.243.171","533965433","1","65160","44465"
"25791","6.213492000","69.148.243.171","38.107.216.37","1","533639633","0","49048"
"25792","6.213492000","69.148.243.171","38.107.216.37","1","533723617","0","49048"
"25793","6.213501000","38.107.216.37","69.148.243.171","534030593","1","65160","44465"
"25794","6.214233000","69.148.243.171","38.107.216.37","1","533769953","0","49048"
"25795","6.214233000","69.148.243.171","38.107.216.37","1","533829321","0","49048"
"25796","6.214252000","38.107.216.37","69.148.243.171","534095753","1","65160","44465"
"25797","6.214257000","38.107.216.37","69.148.243.171","534160913","1","65160","44465"
"25798","6.214988000","69.148.243.171","38.107.216.37","1","533835113","0","49048"
"25799","6.214994000","38.107.216.37","69.148.243.171","534226073","1","65160","44465"
"25800","6.215486000","69.148.243.171","38.107.216.37","1","533872761","0","49048"
"25801","6.215720000","69.148.243.171","38.107.216.37","1","533900273","0","49048"
"25802","6.215723000","38.107.216.37","69.148.243.171","534291233","1","65160","44465"
"25803","6.215731000","69.148.243.171","38.107.216.37","1","533920545","0","49048"
"25804","6.215731000","69.148.243.171","38.107.216.37","1","533965433","0","49048"
"25805","6.216285000","69.148.243.171","38.107.216.37","1","533975569","0","49048"
"25806","6.216295000","38.107.216.37","69.148.243.171","534356393","1","65160","44465"
"25807","6.216470000","69.148.243.171","38.107.216.37","1","533997289","0","49048"
"25808","6.216476000","69.148.243.171","38.107.216.37","1","534023353","0","49048"
"25809","6.217489000","69.148.243.171","38.107.216.37","1","534030593","0","49048"
"25810","6.217489000","69.148.243.171","38.107.216.37","1","534059553","0","49048"
"25811","6.217489000","69.148.243.171","38.107.216.37","1","534095753","0","49048"
"25812","6.217498000","38.107.216.37","69.148.243.171","534421553","1","65160","44465"
"25813","6.218252000","69.148.243.171","38.107.216.37","1","534136297","0","49048"
"25814","6.218260000","38.107.216.37","69.148.243.171","534486713","1","65160","44465"
"25815","6.218993000","69.148.243.171","38.107.216.37","1","534160913","0","49048"
"25816","6.218993000","69.148.243.171","38.107.216.37","1","534186977","0","49048"
"25817","6.219002000","38.107.216.37","69.148.243.171","534551873","1","65160","44465"
"25818","6.219763000","69.148.243.171","38.107.216.37","1","534226073","0","49048"
"25819","6.219763000","69.148.243.171","38.107.216.37","1","534250689","0","49048"
"25820","6.219774000","38.107.216.37","69.148.243.171","534617033","1","65160","44465"
"25821","6.220482000","69.148.243.171","38.107.216.37","1","534291233","0","49048"
"25822","6.220482000","69.148.243.171","38.107.216.37","1","534324537","0","49048"
"25823","6.220494000","38.107.216.37","69.148.243.171","534682193","1","65160","44465"
"25824","6.220993000","69.148.243.171","38.107.216.37","1","534356393","0","49048"
"25825","6.221001000","38.107.216.37","69.148.243.171","534747353","1","65160","44465"
"25826","6.221491000","69.148.243.171","38.107.216.37","1","534409969","0","49048"
"25827","6.221719000","69.148.243.171","38.107.216.37","1","534421553","0","49048"
"25828","6.221720000","69.148.243.171","38.107.216.37","1","534460649","0","49048"
"25829","6.221737000","38.107.216.37","69.148.243.171","534812513","1","65160","44465"
"25830","6.222248000","69.148.243.171","38.107.216.37","1","534486713","0","49048"
"25831","6.222248000","69.148.243.171","38.107.216.37","1","534509881","0","49048"
"25832","6.222268000","38.107.216.37","69.148.243.171","534877673","1","65160","44465"
"25833","6.222995000","69.148.243.171","38.107.216.37","1","534551873","0","49048"
"25834","6.222995000","69.148.243.171","38.107.216.37","1","534559113","0","49048"
"25835","6.223496000","69.148.243.171","38.107.216.37","1","534617033","0","49048"
"25836","6.223515000","38.107.216.37","69.148.243.171","534942833","1","65160","44465"
"25837","6.224270000","69.148.243.171","38.107.216.37","1","534664817","0","49048"
"25838","6.224279000","38.107.216.37","69.148.243.171","535007993","1","65160","44465"
"25839","6.224757000","69.148.243.171","38.107.216.37","1","534682193","0","49048"
"25840","6.224777000","38.107.216.37","69.148.243.171","535073153","1","65160","44465"
"25841","6.224971000","69.148.243.171","38.107.216.37","1","534719841","0","49048"
"25842","6.225494000","69.148.243.171","38.107.216.37","1","534747353","0","49048"
"25843","6.225494000","69.148.243.171","38.107.216.37","1","534785001","0","49048"
"25844","6.225503000","38.107.216.37","69.148.243.171","535138313","1","65160","44465"
"25845","6.226231000","69.148.243.171","38.107.216.37","1","534812513","0","49048"
"25846","6.226231000","69.148.243.171","38.107.216.37","1","534850161","0","49048"
"25847","6.226239000","38.107.216.37","69.148.243.171","535203473","1","65160","44465"
"25848","6.226469000","69.148.243.171","38.107.216.37","1","534877673","0","49048"
"25849","6.226472000","38.107.216.37","69.148.243.171","535268633","1","65160","44465"
"25850","6.226478000","69.148.243.171","38.107.216.37","1","534928353","0","49048"
"25851","6.226478000","69.148.243.171","38.107.216.37","1","534942833","0","49048"
"25852","6.226973000","69.148.243.171","38.107.216.37","1","534966001","0","49048"
"25853","6.226978000","38.107.216.37","69.148.243.171","535333793","1","65160","44465"
"25854","6.227490000","69.148.243.171","38.107.216.37","1","534999305","0","49048"
"25855","6.228216000","69.148.243.171","38.107.216.37","1","535007993","0","49048"
"25856","6.228223000","38.107.216.37","69.148.243.171","535398953","1","65160","44465"
"25857","6.228228000","69.148.243.171","38.107.216.37","1","535025369","0","49048"
"25858","6.228228000","69.148.243.171","38.107.216.37","1","535068809","0","49048"
"25859","6.228995000","69.148.243.171","38.107.216.37","1","535073153","0","49048"
"25860","6.228995000","69.148.243.171","38.107.216.37","1","535102113","0","49048"
"25861","6.228995000","69.148.243.171","38.107.216.37","1","535154241","0","49048"
"25862","6.229015000","38.107.216.37","69.148.243.171","535464113","1","65160","44465"
"25863","6.229037000","38.107.216.37","69.148.243.171","535529273","1","65160","44465"
"25864","6.230232000","69.148.243.171","38.107.216.37","1","535203473","0","49048"
"25865","6.230232000","69.148.243.171","38.107.216.37","1","535268633","0","49048"
"25866","6.230239000","38.107.216.37","69.148.243.171","535594433","1","65160","44465"
"25867","6.231735000","69.148.243.171","38.107.216.37","1","535333793","0","49048"
"25868","6.231735000","69.148.243.171","38.107.216.37","1","535338137","0","49048"
"25869","6.231756000","38.107.216.37","69.148.243.171","535659593","1","65160","44465"
"25870","6.232233000","69.148.243.171","38.107.216.37","1","535398953","0","49048"
"25871","6.232244000","38.107.216.37","69.148.243.171","535724753","1","65160","44465"
"25872","6.232470000","69.148.243.171","38.107.216.37","1","535464113","0","49048"
"25873","6.232490000","38.107.216.37","69.148.243.171","535789913","1","65160","44465"
"25874","6.233752000","69.148.243.171","38.107.216.37","1","535520585","0","49048"
"25875","6.233771000","38.107.216.37","69.148.243.171","535855073","1","65160","44465"
"25876","6.234255000","69.148.243.171","38.107.216.37","1","535529273","0","49048"
"25877","6.234255000","69.148.243.171","38.107.216.37","1","535594433","0","49048"
"25878","6.234275000","38.107.216.37","69.148.243.171","535920233","1","65160","44465"
"25879","6.234492000","69.148.243.171","38.107.216.37","1","535659593","0","49048"
"25880","6.234498000","38.107.216.37","69.148.243.171","535985393","1","65160","44465"
"25881","6.234978000","69.148.243.171","38.107.216.37","1","535671177","0","49048"
"25882","6.234988000","38.107.216.37","69.148.243.171","536050553","1","65160","44465"
"25883","6.235495000","69.148.243.171","38.107.216.37","1","535691449","0","49048"
"25884","6.235495000","69.148.243.171","38.107.216.37","1","535716065","0","49048"
"25885","6.236235000","69.148.243.171","38.107.216.37","1","535724753","0","49048"
"25886","6.236235000","69.148.243.171","38.107.216.37","1","535752265","0","49048"
"25887","6.236245000","38.107.216.37","69.148.243.171","536115713","1","65160","44465"
"25888","6.236473000","69.148.243.171","38.107.216.37","1","535802945","0","49048"
"25889","6.236481000","38.107.216.37","69.148.243.171","536180873","1","65160","44465"
"25890","6.237013000","69.148.243.171","38.107.216.37","1","535855073","0","49048"
"25891","6.237781000","69.148.243.171","38.107.216.37","1","535884033","0","49048"
"25892","6.237781000","69.148.243.171","38.107.216.37","1","535931817","0","49048"
"25893","6.237800000","38.107.216.37","69.148.243.171","536246033","1","65160","44465"
"25894","6.237820000","38.107.216.37","69.148.243.171","536311193","1","65160","44465"
"25895","6.238492000","69.148.243.171","38.107.216.37","1","535985393","0","49048"
"25896","6.238980000","69.148.243.171","38.107.216.37","1","536052001","0","49048"
"25897","6.239001000","38.107.216.37","69.148.243.171","536376353","1","65160","44465"
"25898","6.240243000","69.148.243.171","38.107.216.37","1","536115713","0","49048"
"25899","6.240252000","38.107.216.37","69.148.243.171","536441513","1","65160","44465"
"25900","6.240995000","69.148.243.171","38.107.216.37","1","536177977","0","49048"
"25901","6.241004000","38.107.216.37","69.148.243.171","536506673","1","65160","44465"
"25902","6.241492000","69.148.243.171","38.107.216.37","1","536180873","0","49048"
"25903","6.241492000","69.148.243.171","38.107.216.37","1","536246033","0","49048"
"25904","6.241501000","38.107.216.37","69.148.243.171","536571833","1","65160","44465"
"25905","6.242236000","69.148.243.171","38.107.216.37","1","536285129","0","49048"
"25906","6.242246000","38.107.216.37","69.148.243.171","536636993","1","65160","44465"
"25907","6.242997000","69.148.243.171","38.107.216.37","1","536311193","0","49048"
"25908","6.242997000","69.148.243.171","38.107.216.37","1","536350289","0","49048"
"25909","6.243006000","38.107.216.37","69.148.243.171","536702153","1","65160","44465"
"25910","6.243483000","69.148.243.171","38.107.216.37","1","536376353","0","49048"
"25911","6.243483000","69.148.243.171","38.107.216.37","1","536416897","0","49048"
"25912","6.243483000","69.148.243.171","38.107.216.37","1","536441513","0","49048"
"25913","6.243495000","38.107.216.37","69.148.243.171","536767313","1","65160","44465"
"25914","6.244223000","69.148.243.171","38.107.216.37","1","536467577","0","49048"
"25915","6.244223000","69.148.243.171","38.107.216.37","1","536506673","0","49048"
"25916","6.244233000","38.107.216.37","69.148.243.171","536832473","1","65160","44465"
"25917","6.244988000","69.148.243.171","38.107.216.37","1","536537081","0","49048"
"25918","6.244988000","69.148.243.171","38.107.216.37","1","536583417","0","49048"
"25919","6.244998000","38.107.216.37","69.148.243.171","536897633","1","65160","44465"
"25920","6.245007000","38.107.216.37","69.148.243.171","536962793","1","65160","44465"
"25921","6.245468000","69.148.243.171","38.107.216.37","1","536634097","0","49048"
"25922","6.246488000","69.148.243.171","38.107.216.37","1","536636993","0","49048"
"25923","6.246488000","69.148.243.171","38.107.216.37","1","536680433","0","49048"
"25924","6.246493000","38.107.216.37","69.148.243.171","537027953","1","65160","44465"
"25925","6.246993000","69.148.243.171","38.107.216.37","1","536702153","0","49048"
"25926","6.246993000","69.148.243.171","38.107.216.37","1","536725321","0","49048"
"25927","6.246998000","38.107.216.37","69.148.243.171","537093113","1","65160","44465"
"25928","6.247484000","69.148.243.171","38.107.216.37","1","536767313","0","49048"
"25929","6.247722000","69.148.243.171","38.107.216.37","1","536783241","0","49048"
"25930","6.247733000","69.148.243.171","38.107.216.37","1","536832473","0","49048"
"25931","6.247737000","38.107.216.37","69.148.243.171","537158273","1","65160","44465"
"25932","6.248250000","69.148.243.171","38.107.216.37","1","536887497","0","49048"
"25933","6.248260000","38.107.216.37","69.148.243.171","537223433","1","65160","44465"
"25934","6.249498000","69.148.243.171","38.107.216.37","1","536897633","0","49048"
"25935","6.249498000","69.148.243.171","38.107.216.37","1","536938177","0","49048"
"25936","6.249507000","38.107.216.37","69.148.243.171","537288593","1","65160","44465"
"25937","6.250252000","69.148.243.171","38.107.216.37","1","536962793","0","49048"
"25938","6.250252000","69.148.243.171","38.107.216.37","1","537014921","0","49048"
"25939","6.250261000","38.107.216.37","69.148.243.171","537353753","1","65160","44465"
"25940","6.250468000","69.148.243.171","38.107.216.37","1","537027953","0","49048"
"25941","6.250471000","38.107.216.37","69.148.243.171","537418913","1","65160","44465"
"25942","6.250478000","69.148.243.171","38.107.216.37","1","537058361","0","49048"
"25943","6.251486000","69.148.243.171","38.107.216.37","1","537093113","0","49048"
"25944","6.251486000","69.148.243.171","38.107.216.37","1","537122073","0","49048"
"25945","6.251497000","38.107.216.37","69.148.243.171","537484073","1","65160","44465"
"25946","6.252268000","69.148.243.171","38.107.216.37","1","537158273","0","49048"
"25947","6.252269000","69.148.243.171","38.107.216.37","1","537184337","0","49048"
"25948","6.252295000","38.107.216.37","69.148.243.171","537549233","1","65160","44465"
"25949","6.252475000","69.148.243.171","38.107.216.37","1","537223433","0","49048"
"25950","6.252475000","69.148.243.171","38.107.216.37","1","537266873","0","49048"
"25951","6.252487000","38.107.216.37","69.148.243.171","537614393","1","65160","44465"
"25952","6.252497000","69.148.243.171","38.107.216.37","1","537288593","0","49048"
"25953","6.252985000","69.148.243.171","38.107.216.37","1","537319001","0","49048"
"25954","6.252994000","38.107.216.37","69.148.243.171","537679553","1","65160","44465"
"25955","6.253758000","69.148.243.171","38.107.216.37","1","537353753","0","49048"
"25956","6.254278000","69.148.243.171","38.107.216.37","1","537400089","0","49048"
"25957","6.254297000","38.107.216.37","69.148.243.171","537744713","1","65160","44465"
"25958","6.254991000","69.148.243.171","38.107.216.37","1","537418913","0","49048"
"25959","6.254991000","69.148.243.171","38.107.216.37","1","537455113","0","49048"
"25960","6.255011000","38.107.216.37","69.148.243.171","537809873","1","65160","44465"
"25961","6.255491000","69.148.243.171","38.107.216.37","1","537484073","0","49048"
"25962","6.255511000","38.107.216.37","69.148.243.171","537875033","1","65160","44465"
"25963","6.255721000","69.148.243.171","38.107.216.37","1","537511585","0","49048"
"25964","6.256245000","69.148.243.171","38.107.216.37","1","537549233","0","49048"
"25965","6.256245000","69.148.243.171","38.107.216.37","1","537553577","0","49048"
"25966","6.256245000","69.148.243.171","38.107.216.37","1","537612945","0","49048"
"25967","6.256257000","38.107.216.37","69.148.243.171","537940193","1","65160","44465"
"25968","6.257004000","69.148.243.171","38.107.216.37","1","537678105","0","49048"
"25969","6.257012000","38.107.216.37","69.148.243.171","538005353","1","65160","44465"
"25970","6.257740000","69.148.243.171","38.107.216.37","1","537744713","0","49048"
"25971","6.257761000","38.107.216.37","69.148.243.171","538070513","1","65160","44465"
"25972","6.258494000","69.148.243.171","38.107.216.37","1","537802633","0","49048"
"25973","6.258513000","38.107.216.37","69.148.243.171","538135673","1","65160","44465"
"25974","6.259498000","69.148.243.171","38.107.216.37","1","537809873","0","49048"
"25975","6.259498000","69.148.243.171","38.107.216.37","1","537857657","0","49048"
"25976","6.259518000","38.107.216.37","69.148.243.171","538200833","1","65160","44465"
"25977","6.260228000","69.148.243.171","38.107.216.37","1","537875033","0","49048"
"25978","6.260228000","69.148.243.171","38.107.216.37","1","537925713","0","49048"
"25979","6.260236000","38.107.216.37","69.148.243.171","538265993","1","65160","44465"
"25980","6.260994000","69.148.243.171","38.107.216.37","1","537940193","0","49048"
"25981","6.260994000","69.148.243.171","38.107.216.37","1","537992321","0","49048"
"25982","6.261003000","38.107.216.37","69.148.243.171","538331153","1","65160","44465"
"25983","6.261734000","69.148.243.171","38.107.216.37","1","538005353","0","49048"
"25984","6.261734000","69.148.243.171","38.107.216.37","1","538051689","0","49048"
"25985","6.261752000","38.107.216.37","69.148.243.171","538396313","1","65160","44465"
